ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,XCA_FARE,BUSINESS_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
7682,2018,GSP,TPA,GREENVILLE                                        ,SC,USA                                               ,TAMPA                                             ,FL,USA                                               ,DL,C,109,270.0000,179.0000,0.0000,                                                                                                              ,                                                                                                              ,GREENVILLESC-GSP                                       ,TAMPAFL-TPA                                            ,10/01/2017,09/30/2018
7683,2018,GSP,VPS,GREENVILLE                                        ,SC,USA                                               ,FT. WALTON BEACH                                  ,FL,USA                                               ,AA,C,70,306.0000,174.0000,0.0000,                                                                                                              ,                                                                                                              ,GREENVILLESC-GSP                                       ,FT. WALTON BEACHFL-VPS                                 ,10/01/2017,09/30/2018
7684,2018,GTF,IAD,GREAT FALLS                                       ,MT,USA                                               ,WASHINGTON                                        ,DC,USA                                               ,UA,C,216,715.0000,358.0000,0.0000,                                                                                                              ,WASHINGTON DULLES INT'L AIRPORT                                                                               ,GREAT FALLSMT-GTF                                      ,WASHINGTONDC-IAD                                       ,10/01/2017,09/30/2018
7685,2018,GTF,LAS,GREAT FALLS                                       ,MT,USA                                               ,LAS VEGAS                                         ,NV,USA                                               ,AS,C,149,499.0000,239.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,LAS VEGASNV-LAS                                        ,10/01/2017,09/30/2018
7686,2018,GTF,LAX,GREAT FALLS                                       ,MT,USA                                               ,LOS ANGELES                                       ,CA,USA                                               ,DL,C,83,363.0000,163.0000,0.0000,                                                                                                              ,LOS ANGELES INT'L AIRPORT                                                                                     ,GREAT FALLSMT-GTF                                      ,LOS ANGELESCA-LAX                                      ,10/01/2017,09/30/2018
7687,2018,GTF,LIT,GREAT FALLS                                       ,MT,USA                                               ,LITTLE ROCK                                       ,AR,USA                                               ,UA,C,147,548.0000,274.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,LITTLE ROCKAR-LIT                                      ,10/01/2017,09/30/2018
7688,2018,GTF,MCI,GREAT FALLS                                       ,MT,USA                                               ,KANSAS CITY                                       ,MO,USA                                               ,UA,C,131,338.0000,181.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,KANSAS CITYMO-MCI                                      ,10/01/2017,09/30/2018
7689,2018,GTF,MCO,GREAT FALLS                                       ,MT,USA                                               ,ORLANDO                                           ,FL,USA                                               ,UA,C,70,405.0000,221.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,ORLANDOFL-MCO                                          ,10/01/2017,09/30/2018
7691,2018,GTF,OKC,GREAT FALLS                                       ,MT,USA                                               ,OKLAHOMA CITY                                     ,OK,USA                                               ,DL,C,173,327.0000,217.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,OKLAHOMA CITYOK-OKC                                    ,10/01/2017,09/30/2018
7692,2018,GTF,OMA,GREAT FALLS                                       ,MT,USA                                               ,OMAHA                                             ,NE,USA                                               ,UA,C,214,336.0000,167.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,OMAHANE-OMA                                            ,10/01/2017,09/30/2018
7693,2018,GTF,PDX,GREAT FALLS                                       ,MT,USA                                               ,PORTLAND                                          ,OR,USA                                               ,AS,C,137,299.0000,0.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,PORTLANDOR-PDX                                         ,10/01/2017,09/30/2018
7694,2018,GTF,PHL,GREAT FALLS                                       ,MT,USA                                               ,PHILADELPHIA                                      ,PA,USA                                               ,DL,C,163,412.0000,274.0000,0.0000,                                                                                                              ,PHILADELPHIA                                                                                                  ,GREAT FALLSMT-GTF                                      ,PHILADELPHIAPA-PHL                                     ,10/01/2017,09/30/2018
7695,2018,GTF,PHX,GREAT FALLS                                       ,MT,USA                                               ,PHOENIX/SCOTTSDALE                                ,AZ,USA                                               ,DL,C,154,378.0000,244.0000,0.0000,                                                                                                              ,PHOENIX                                                                                                       ,GREAT FALLSMT-GTF                                      ,PHOENIX/SCOTTSDALEAZ-PHX                               ,10/01/2017,09/30/2018
7696,2018,GTF,RIC,GREAT FALLS                                       ,MT,USA                                               ,RICHMOND                                          ,VA,USA                                               ,UA,C,72,767.0000,384.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,RICHMONDVA-RIC                                         ,10/01/2017,09/30/2018
7697,2018,GTF,SAN,GREAT FALLS                                       ,MT,USA                                               ,SAN DIEGO                                         ,CA,USA                                               ,DL,C,130,480.0000,390.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,SAN DIEGOCA-SAN                                        ,10/01/2017,09/30/2018
7698,2018,GTF,SAT,GREAT FALLS                                       ,MT,USA                                               ,SAN ANTONIO                                       ,TX,USA                                               ,DL,C,672,426.0000,283.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,SAN ANTONIOTX-SAT                                      ,10/01/2017,09/30/2018
7699,2018,GTF,SMF,GREAT FALLS                                       ,MT,USA                                               ,SACRAMENTO                                        ,CA,USA                                               ,DL,C,158,296.0000,195.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,SACRAMENTOCA-SMF                                       ,10/01/2017,09/30/2018
7700,2018,GTF,STL,GREAT FALLS                                       ,MT,USA                                               ,ST. LOUIS                                         ,MO,USA                                               ,DL,C,114,308.0000,205.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,ST. LOUISMO-STL                                        ,10/01/2017,09/30/2018
7701,2018,GTF,TUS,GREAT FALLS                                       ,MT,USA                                               ,TUCSON                                            ,AZ,USA                                               ,DL,C,79,480.0000,390.0000,0.0000,                                                                                                              ,                                                                                                              ,GREAT FALLSMT-GTF                                      ,TUCSONAZ-TUS                                           ,10/01/2017,09/30/2018
7703,2018,GTR,MSP,COLUMBUS                                          ,MS,USA                                               ,MINNEAPOLIS-ST.PAUL                               ,MN,USA                                               ,DL,C,103,448.0000,364.0000,0.0000,                                                                                                              ,                                                                                                              ,COLUMBUSMS-GTR                                         ,MINNEAPOLIS-ST.PAULMN-MSP                              ,10/01/2017,09/30/2018
7704,2018,GTR,ORF,COLUMBUS                                          ,MS,USA                                               ,NORFOLK                                           ,VA,USA                                               ,DL,C,100,440.0000,358.0000,0.0000,                                                                                                              ,                                                                                                              ,COLUMBUSMS-GTR                                         ,NORFOLKVA-ORF                                          ,10/01/2017,09/30/2018
7705,2018,GTR,PHL,COLUMBUS                                          ,MS,USA                                               ,PHILADELPHIA                                      ,PA,USA                                               ,DL,C,76,456.0000,371.0000,0.0000,                                                                                                              ,PHILADELPHIA                                                                                                  ,COLUMBUSMS-GTR                                         ,PHILADELPHIAPA-PHL                                     ,10/01/2017,09/30/2018
7706,2018,GTR,SAT,COLUMBUS                                          ,MS,USA                                               ,SAN ANTONIO                                       ,TX,USA                                               ,DL,C,466,518.0000,320.0000,0.0000,                                                                                                              ,                                                                                                              ,COLUMBUSMS-GTR                                         ,SAN ANTONIOTX-SAT                                      ,10/01/2017,09/30/2018
7707,2018,GTR,SEA,COLUMBUS                                          ,MS,USA                                               ,SEATTLE-TACOMA                                    ,WA,USA                                               ,DL,C,78,520.0000,423.0000,0.0000,                                                                                                              ,                                                                                                              ,COLUMBUSMS-GTR                                         ,SEATTLE-TACOMAWA-SEA                                   ,10/01/2017,09/30/2018
7708,2018,HLN,IAD,HELENA                                            ,MT,USA                                               ,WASHINGTON                                        ,DC,USA                                               ,UA,C,113,639.0000,319.0000,0.0000,                                                                                                              ,WASHINGTON DULLES INT'L AIRPORT                                                                               ,HELENAMT-HLN                                           ,WASHINGTONDC-IAD                                       ,10/01/2017,09/30/2018
7709,2018,HLN,LAS,HELENA                                            ,MT,USA                                               ,LAS VEGAS                                         ,NV,USA                                               ,DL,C,86,378.0000,244.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,LAS VEGASNV-LAS                                        ,10/01/2017,09/30/2018
7710,2018,HLN,LIT,HELENA                                            ,MT,USA                                               ,LITTLE ROCK                                       ,AR,USA                                               ,UA,C,220,827.0000,430.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,LITTLE ROCKAR-LIT                                      ,10/01/2017,09/30/2018
7711,2018,HLN,MCI,HELENA                                            ,MT,USA                                               ,KANSAS CITY                                       ,MO,USA                                               ,DL,C,87,335.0000,223.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,KANSAS CITYMO-MCI                                      ,10/01/2017,09/30/2018
7712,2018,HLN,OKC,HELENA                                            ,MT,USA                                               ,OKLAHOMA CITY                                     ,OK,USA                                               ,UA,C,161,315.0000,189.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,OKLAHOMA CITYOK-OKC                                    ,10/01/2017,09/30/2018
7713,2018,HLN,PDX,HELENA                                            ,MT,USA                                               ,PORTLAND                                          ,OR,USA                                               ,AS,C,185,299.0000,0.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,PORTLANDOR-PDX                                         ,10/01/2017,09/30/2018
7714,2018,HLN,PHX,HELENA                                            ,MT,USA                                               ,PHOENIX/SCOTTSDALE                                ,AZ,USA                                               ,DL,C,187,526.0000,422.0000,0.0000,                                                                                                              ,PHOENIX                                                                                                       ,HELENAMT-HLN                                           ,PHOENIX/SCOTTSDALEAZ-PHX                               ,10/01/2017,09/30/2018
7715,2018,HLN,RDU,HELENA                                            ,MT,USA                                               ,RALEIGH-DURHAM                                    ,NC,USA                                               ,DL,C,101,391.0000,260.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,RALEIGH-DURHAMNC-RDU                                   ,10/01/2017,09/30/2018
7716,2018,HLN,SAN,HELENA                                            ,MT,USA                                               ,SAN DIEGO                                         ,CA,USA                                               ,AS,C,72,259.0000,149.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,SAN DIEGOCA-SAN                                        ,10/01/2017,09/30/2018
7717,2018,HLN,SDF,HELENA                                            ,MT,USA                                               ,LOUISVILLE                                        ,KY,USA                                               ,UA,C,91,497.0000,248.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,LOUISVILLEKY-SDF                                       ,10/01/2017,09/30/2018
7718,2018,HLN,SJC,HELENA                                            ,MT,USA                                               ,SAN JOSE                                          ,CA,USA                                               ,DL,C,100,448.0000,364.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,SAN JOSECA-SJC                                         ,10/01/2017,09/30/2018
7719,2018,HLN,SMF,HELENA                                            ,MT,USA                                               ,SACRAMENTO                                        ,CA,USA                                               ,AS,C,71,309.0000,179.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,SACRAMENTOCA-SMF                                       ,10/01/2017,09/30/2018
7720,2018,HLN,STL,HELENA                                            ,MT,USA                                               ,ST. LOUIS                                         ,MO,USA                                               ,DL,C,80,344.0000,229.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,ST. LOUISMO-STL                                        ,10/01/2017,09/30/2018
7721,2018,HLN,TUS,HELENA                                            ,MT,USA                                               ,TUCSON                                            ,AZ,USA                                               ,DL,C,93,349.0000,202.0000,0.0000,                                                                                                              ,                                                                                                              ,HELENAMT-HLN                                           ,TUCSONAZ-TUS                                           ,10/01/2017,09/30/2018
7723,2018,HNL,IND,HONOLULU                                          ,HI,USA                                               ,INDIANAPOLIS                                      ,IN,USA                                               ,AA,C,794,501.0000,285.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,INDIANAPOLISIN-IND                                     ,10/01/2017,09/30/2018
7724,2018,HNL,JAN,HONOLULU                                          ,HI,USA                                               ,JACKSON                                           ,MS,USA                                               ,AA,C,317,556.0000,316.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,JACKSONMS-JAN                                          ,10/01/2017,09/30/2018
7727,2018,HNL,LGA,HONOLULU                                          ,HI,USA                                               ,NEW YORK                                          ,NY,USA                                               ,AA,C,353,521.0000,296.0000,0.0000,                                                                                                              ,LAGUARDIA AIRPORT                                                                                             ,HONOLULUHI-HNL                                         ,NEW YORKNY-LGA                                         ,10/01/2017,09/30/2018
7728,2018,HNL,LIT,HONOLULU                                          ,HI,USA                                               ,LITTLE ROCK                                       ,AR,USA                                               ,AA,C,633,496.0000,282.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,LITTLE ROCKAR-LIT                                      ,10/01/2017,09/30/2018
7729,2018,HNL,MIA,HONOLULU                                          ,HI,USA                                               ,MIAMI                                             ,FL,USA                                               ,UA,C,561,630.0000,315.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,MIAMIFL-MIA                                            ,10/01/2017,09/30/2018
7730,2018,HNL,MKE,HONOLULU                                          ,HI,USA                                               ,MILWAUKEE                                         ,WI,USA                                               ,AA,C,295,486.0000,276.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,MILWAUKEEWI-MKE                                        ,10/01/2017,09/30/2018
7731,2018,HNL,MSP,HONOLULU                                          ,HI,USA                                               ,MINNEAPOLIS-ST.PAUL                               ,MN,USA                                               ,AA,C,984,468.0000,265.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,MINNEAPOLIS-ST.PAULMN-MSP                              ,10/01/2017,09/30/2018
7732,2018,HNL,MSY,HONOLULU                                          ,HI,USA                                               ,NEW ORLEANS                                       ,LA,USA                                               ,UA,C,768,501.0000,298.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,NEW ORLEANSLA-MSY                                      ,10/01/2017,09/30/2018
7733,2018,HNL,PIT,HONOLULU                                          ,HI,USA                                               ,PITTSBURGH                                        ,PA,USA                                               ,AA,C,679,621.0000,353.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,PITTSBURGHPA-PIT                                       ,10/01/2017,09/30/2018
7734,2018,HNL,PSP,HONOLULU                                          ,HI,USA                                               ,PALM SPRINGS                                      ,CA,USA                                               ,UA,C,645,475.0000,315.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,PALM SPRINGSCA-PSP                                     ,10/01/2017,09/30/2018
7735,2018,HNL,RNO,HONOLULU                                          ,HI,USA                                               ,RENO                                              ,NV,USA                                               ,UA,C,640,400.0000,263.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,RENONV-RNO                                             ,10/01/2017,09/30/2018
7736,2018,HNL,SBA,HONOLULU                                          ,HI,USA                                               ,SANTA BARBARA                                     ,CA,USA                                               ,UA,C,350,475.0000,309.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,SANTA BARBARACA-SBA                                    ,10/01/2017,09/30/2018
7737,2018,HNL,SGF,HONOLULU                                          ,HI,USA                                               ,SPRINGFIELD                                       ,MO,USA                                               ,AA,C,203,589.0000,335.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,SPRINGFIELDMO-SGF                                      ,10/01/2017,09/30/2018
7738,2018,HNL,SNA,HONOLULU                                          ,HI,USA                                               ,ORANGE COUNTY                                     ,CA,USA                                               ,UA,C,483,523.0000,263.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,ORANGE COUNTYCA-SNA                                    ,10/01/2017,09/30/2018
7739,2018,HNL,TUL,HONOLULU                                          ,HI,USA                                               ,TULSA                                             ,OK,USA                                               ,AA,C,185,507.0000,288.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,TULSAOK-TUL                                            ,10/01/2017,09/30/2018
7741,2018,HNL,VPS,HONOLULU                                          ,HI,USA                                               ,FT. WALTON BEACH                                  ,FL,USA                                               ,AA,C,618,596.0000,338.0000,0.0000,                                                                                                              ,                                                                                                              ,HONOLULUHI-HNL                                         ,FT. WALTON BEACHFL-VPS                                 ,10/01/2017,09/30/2018
7743,2018,HOU,HSV,HOUSTON                                           ,TX,USA                                               ,HUNTSVILLE                                        ,AL,USA                                               ,AA,C,873,284.0000,161.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,HUNTSVILLEAL-HSV                                       ,10/01/2017,09/30/2018
7744,2018,HOU,IAD,HOUSTON                                           ,TX,USA                                               ,WASHINGTON                                        ,DC,USA                                               ,AA,C,405,279.0000,158.0000,0.0000,HOBBY AIRPORT                                                                                                 ,WASHINGTON DULLES INT'L AIRPORT                                                                               ,HOUSTONTX-HOU                                          ,WASHINGTONDC-IAD                                       ,10/01/2017,09/30/2018
7745,2018,HOU,LIT,HOUSTON                                           ,TX,USA                                               ,LITTLE ROCK                                       ,AR,USA                                               ,AA,C,396,226.0000,128.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,LITTLE ROCKAR-LIT                                      ,10/01/2017,09/30/2018
7746,2018,HOU,MGM,HOUSTON                                           ,TX,USA                                               ,MONTGOMERY                                        ,AL,USA                                               ,AA,C,94,307.0000,174.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,MONTGOMERYAL-MGM                                       ,10/01/2017,09/30/2018
7747,2018,HOU,OAJ,HOUSTON                                           ,TX,USA                                               ,JACKSONVILLE                                      ,NC,USA                                               ,DL,C,109,488.0000,397.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,JACKSONVILLENC-OAJ                                     ,10/01/2017,09/30/2018
7748,2018,HOU,ONT,HOUSTON                                           ,TX,USA                                               ,LOS ANGELES                                       ,CA,USA                                               ,AA,C,86,354.0000,201.0000,0.0000,HOBBY AIRPORT                                                                                                 ,ONTARIO INT'L AIRPORT                                                                                         ,HOUSTONTX-HOU                                          ,LOS ANGELESCA-ONT                                      ,10/01/2017,09/30/2018
7749,2018,HOU,ORD,HOUSTON                                           ,TX,USA                                               ,CHICAGO                                           ,IL,USA                                               ,AA,C,192,276.0000,157.0000,0.0000,HOBBY AIRPORT                                                                                                 ,O'HARE INT'L AIRPORT                                                                                          ,HOUSTONTX-HOU                                          ,CHICAGOIL-ORD                                          ,10/01/2017,09/30/2018
7750,2018,HOU,PHF,HOUSTON                                           ,TX,USA                                               ,NEWPORT NEWS                                      ,VA,USA                                               ,DL,C,450,416.0000,338.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,NEWPORT NEWSVA-PHF                                     ,10/01/2017,09/30/2018
7751,2018,HOU,PHL,HOUSTON                                           ,TX,USA                                               ,PHILADELPHIA                                      ,PA,USA                                               ,DL,C,394,263.0000,175.0000,0.0000,HOBBY AIRPORT                                                                                                 ,PHILADELPHIA                                                                                                  ,HOUSTONTX-HOU                                          ,PHILADELPHIAPA-PHL                                     ,10/01/2017,09/30/2018
7752,2018,HOU,PVD,HOUSTON                                           ,TX,USA                                               ,PROVIDENCE                                        ,RI,USA                                               ,WN,C,176,483.0000,148.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,PROVIDENCERI-PVD                                       ,10/01/2017,09/30/2018
7753,2018,HOU,RIC,HOUSTON                                           ,TX,USA                                               ,RICHMOND                                          ,VA,USA                                               ,AA,C,589,251.0000,142.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,RICHMONDVA-RIC                                         ,10/01/2017,09/30/2018
7754,2018,HOU,SDF,HOUSTON                                           ,TX,USA                                               ,LOUISVILLE                                        ,KY,USA                                               ,AA,C,559,326.0000,185.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,LOUISVILLEKY-SDF                                       ,10/01/2017,09/30/2018
7755,2018,HOU,SFO,HOUSTON                                           ,TX,USA                                               ,SAN FRANCISCO                                     ,CA,USA                                               ,AA,C,304,382.0000,217.0000,0.0000,HOBBY AIRPORT                                                                                                 ,SAN FRANCISCO INT'L AIRPORT                                                                                   ,HOUSTONTX-HOU                                          ,SAN FRANCISCOCA-SFO                                    ,10/01/2017,09/30/2018
7756,2018,HOU,SJC,HOUSTON                                           ,TX,USA                                               ,SAN JOSE                                          ,CA,USA                                               ,AA,C,806,382.0000,217.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,SAN JOSECA-SJC                                         ,10/01/2017,09/30/2018
7757,2018,HOU,SLC,HOUSTON                                           ,TX,USA                                               ,SALT LAKE CITY                                    ,UT,USA                                               ,AA,C,293,347.0000,197.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,SALT LAKE CITYUT-SLC                                   ,10/01/2017,09/30/2018
7758,2018,HOU,SMF,HOUSTON                                           ,TX,USA                                               ,SACRAMENTO                                        ,CA,USA                                               ,AA,C,73,364.0000,207.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,SACRAMENTOCA-SMF                                       ,10/01/2017,09/30/2018
7759,2018,HOU,TUS,HOUSTON                                           ,TX,USA                                               ,TUCSON                                            ,AZ,USA                                               ,WN,C,86,364.0000,137.0000,0.0000,HOBBY AIRPORT                                                                                                 ,                                                                                                              ,HOUSTONTX-HOU                                          ,TUCSONAZ-TUS                                           ,10/01/2017,09/30/2018
7760,2018,HPN,HSV,WHITE PLAINS                                      ,NY,USA                                               ,HUNTSVILLE                                        ,AL,USA                                               ,AA,C,95,369.0000,210.0000,0.0000,                                                                                                              ,                                                                                                              ,WHITE PLAINSNY-HPN                                     ,HUNTSVILLEAL-HSV                                       ,10/01/2017,09/30/2018
7761,2018,HPN,ORF,WHITE PLAINS                                      ,NY,USA                                               ,NORFOLK                                           ,VA,USA                                               ,AA,C,117,383.0000,218.0000,0.0000,                                                                                                              ,                                                                                                              ,WHITE PLAINSNY-HPN                                     ,NORFOLKVA-ORF                                          ,10/01/2017,09/30/2018
